ApplNo,Form,DrugName,ActiveIngredient,ApplType,SponsorName,ApplicationDocsURL
20111,SOLUTION;TOPICAL,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,NDA,BAJAJ,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020111Orig1s013lbl.pdf
20118,LIQUID;INHALATION,SUPRANE,DESFLURANE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020118s026lbl.pdf
20122,INJECTABLE;INJECTION,NIPENT,PENTOSTATIN,NDA,HOSPIRA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020122s015lbl.pdf
20123,INJECTABLE;INJECTION,OMNISCAN,GADODIAMIDE,NDA,GE HEALTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020123s047,022066s009lbl.pdf"
20126,CREAM;TOPICAL,ZONALON,DOXEPIN HYDROCHLORIDE,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20126slr006_Zonalon_lbl.pdf
20131,INJECTABLE;INJECTION,PROHANCE,GADOTERIDOL,NDA,BRACCO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020131Orig1s037lbl.pdf
20132,TABLET;ORAL,IMITREX,SUMATRIPTAN SUCCINATE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020132s029lbl.pdf
20134,INJECTABLE;INJECTION,METASTRON,STRONTIUM CHLORIDE SR-89,NDA,Q BIOMED,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020134s012lbl.pdf
20140,POWDER;INTRAVENOUS,FUSILEV,LEVOLEUCOVORIN CALCIUM,NDA,ACROTECH BIOPHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020140s026lbl.pdf
20145,"FILM, EXTENDED RELEASE;TRANSDERMAL",NITRO-DUR,NITROGLYCERIN,NDA,USPHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020145s027lbl.pdf
20148,"SPRAY, METERED;NASAL",MIGRANAL,DIHYDROERGOTAMINE MESYLATE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020148s026lbl.pdf
20162,INJECTABLE;INJECTION,ACTHREL,CORTICORELIN OVINE TRIFLUTATE,BLA,FERRING,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020162s010lbl.pdf
20163,SOLUTION;INTRAPERITONEAL,DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017512s123,020163s028,020183s027lbl.pdf"
20164,INJECTABLE;SUBCUTANEOUS,LOVENOX (PRESERVATIVE FREE),ENOXAPARIN SODIUM,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020164Orig1s131lbl.pdf
20165,"FILM, EXTENDED RELEASE;TRANSDERMAL",NICODERM CQ,NICOTINE,NDA,CHATTEM SANOFI,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020165Orig1s047lbl.pdf
20169,TABLET;ORAL,NILANDRON,NILUTAMIDE,NDA,CONCORDIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020169s008lbl.pdf
20171,SOLUTION;INTRAPERITONEAL,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,NDA,FRESENIUS MEDCL,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/018883Orig1s057,020171Orig1s039lbl.pdf"
20178,INJECTABLE;INJECTION,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016677s169,018016s067,020178s021lbl.pdf"
20179,INJECTABLE;INJECTION,DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020179s056lbl.pdf
20180,TABLET;ORAL,PROSCAR,FINASTERIDE,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020180s049lbl.pdf
20182,INJECTABLE;INJECTION,CARNITOR,LEVOCARNITINE,NDA,LEADIANT BIOSCI INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020182s015lbl.pdf
20183,SOLUTION;INTRAPERITONEAL,DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,NDA,BAXTER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017512s123,020163s028,020183s027lbl.pdf"
20186,TABLET;ORAL,ZIAC,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE,NDA,TEVA BRANDED PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020186s037lbl.pdf
20189,TABLET;ORAL,FELBATOL,FELBAMATE,NDA,MYLAN SPECIALITY LP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020189s027lbl.pdf
20191,SOLUTION/DROPS;OPHTHALMIC,ALOMIDE,LODOXAMIDE TROMETHAMINE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20191slr018_alomide_lbl.pdf
20193,CAPSULE;ORAL,ELMIRON,PENTOSAN POLYSULFATE SODIUM,NDA,JANSSEN PHARMS,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020193Orig1s015lbl.pdf
20201,INJECTABLE;INJECTION,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOBUTAMINE HYDROCHLORIDE,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021201s040lbl.pdf
20204,TABLET;ORAL,ALEVE,NAPROXEN SODIUM,NDA,BAYER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020204Orig1s083Lbledt.pdf
20209,LOTION;TOPICAL,OXISTAT,OXICONAZOLE NITRATE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020209Orig1s014lbl.pdf
20213,FOR SOLUTION;OPHTHALMIC,MIOCHOL-E,ACETYLCHOLINE CHLORIDE,NDA,BAUSCH AND LOMB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020213s010lbl.pdf
20215,TABLET;ORAL,MONOKET,ISOSORBIDE MONONITRATE,NDA,ECI PHARMS LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020215s024lbl.pdf
20216,"CREAM;TOPICAL, VAGINAL",PREMARIN,"ESTROGENS, CONJUGATED",NDA,WYETH PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020216s083lbl.pdf
20220,INJECTABLE;INJECTION,ULTRAVIST 370,IOPROMIDE,NDA,BAYER HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020220s052,021425s034lbl.pdf"
20221,INJECTABLE;INJECTION,ETHYOL,AMIFOSTINE,NDA,CLINIGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020221s036lbl.pdf
20222,TABLET;ORAL,COLESTID,COLESTIPOL HYDROCHLORIDE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020222Orig1s006lbl.pdf
20226,SOLUTION/DROPS;OPHTHALMIC,NAPHCON-A,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,NDA,ALCON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020226Orig1s035lbl.pdf
20232,CAPSULE;ORAL,FIORICET W/ CODEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,NDA,ACTAVIS LABS UT INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020232s045lbl.pdf
20234,"TABLET, EXTENDED RELEASE;ORAL",TEGRETOL-XR,CARBAMAZEPINE,NDA,NOVARTIS,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf
20235,CAPSULE;ORAL,NEURONTIN,GABAPENTIN,NDA,VIATRIS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020235s069,020882s050,021129s050lbl.pdf"
20237,TABLET;ORAL,SALAGEN,PILOCARPINE HYDROCHLORIDE,NDA,CONCORDIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020237s012lbl.pdf
20238,TABLET;ORAL,TAGAMET HB,CIMETIDINE,NDA,MEDTECH PRODUCTS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020238Orig1s026lbl.pdf
20241,TABLET;ORAL,LAMICTAL,LAMOTRIGINE,NDA,GLAXOSMITHKLINE LLC,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf"
20246,INJECTABLE;INJECTION,DEPO-PROVERA,MEDROXYPROGESTERONE ACETATE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020246s060s062lbl.pdf
20248,INJECTABLE;INJECTION,INTRALIPID 20%,SOYBEAN OIL,NDA,FRESENIUS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020248s026lbl.pdf
20255,INJECTABLE;INJECTION,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOBUTAMINE HYDROCHLORIDE,NDA,BAXTER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020255s020lbl.pdf
20258,SOLUTION/DROPS;OPHTHALMIC,IOPIDINE,APRACLONIDINE HYDROCHLORIDE,NDA,IMPRIMIS PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020258s030lbl.pdf
20263,POWDER;INTRAMUSCULAR,LUPRON DEPOT-PED KIT,LEUPROLIDE ACETATE,NDA,ABBVIE ENDOCRINE INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020263s050lbl.pdf
20267,TABLET;ORAL,JUNIOR STRENGTH ADVIL,IBUPROFEN,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020267Orig1s015lbl.pdf
20272,TABLET;ORAL,RISPERDAL,RISPERIDONE,NDA,JANSSEN PHARMS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020272s087,021444s059lbl.pdf"
20273,OINTMENT;TOPICAL,DOVONEX,CALCIPOTRIENE,NDA,LEO PHARMA AS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020273s013,020554s012lbl.pdf"
20280,INJECTABLE;INJECTION,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN,BLA,PHARMACIA,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20280S23LTR.PDF
20287,INJECTABLE;SUBCUTANEOUS,FRAGMIN,DALTEPARIN SODIUM,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020287Orig1s076lbl.pdf
20297,TABLET;ORAL,COREG,CARVEDILOL,NDA,WOODWARD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020297s038lbl.pdf
20298,INJECTABLE;INJECTION,ALOPRIM,ALLOPURINOL SODIUM,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020298s012lbl.pdf
20309,INJECTABLE;INJECTION,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020309Orig1s032lbl.pdf
20310,SHAMPOO;TOPICAL,NIZORAL ANTI-DANDRUFF,KETOCONAZOLE,NDA,KRAMER,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020310Orig1s029lbl.pdf
20314,INJECTABLE;INJECTION,OCTREOSCAN,INDIUM IN-111 PENTETREOTIDE KIT,NDA,CURIUM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020314Orig1s012lbl.pdf
20325,TABLET;ORAL,PEPCID AC,FAMOTIDINE,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020325Orig1s041lbl.pdf
20327,INJECTABLE;INJECTION,ISOVUE-250,IOPAMIDOL,NDA,BRACCO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020327s023lbl.pdf
20329,"TABLET, EXTENDED RELEASE;ORAL",GLUCOTROL XL,GLIPIZIDE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020329Orig1s035lbl.pdf
20330,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOPTIC-XE,TIMOLOL MALEATE,NDA,BAUSCH AND LOMB INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020330s032lbl.pdf
20333,CAPSULE;ORAL,AGRYLIN,ANAGRELIDE HYDROCHLORIDE,NDA,TAKEDA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020333s027lbl.pdf
20334,CAPSULE;ORAL,FLAGYL,METRONIDAZOLE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020334s012lbl.pdf
20351,INJECTABLE;INJECTION,VISIPAQUE 270,IODIXANOL,NDA,GE HEALTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020351s054,020808s032lbl.pdf"
20353,"TABLET, EXTENDED RELEASE;ORAL",NAPRELAN,NAPROXEN SODIUM,NDA,ALMATICA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020353s038lbl.pdf
20356,"TABLET, EXTENDED RELEASE;ORAL",SULAR,NISOLDIPINE,NDA,COVIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020356s027lbl.pdf
20358,"TABLET, EXTENDED RELEASE;ORAL",WELLBUTRIN SR,BUPROPION HYDROCHLORIDE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020358s066lbl.pdf
20364,CAPSULE;ORAL,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020364Orig1s068lbl.pdf
20367,INJECTABLE;INJECTION,CEREZYME,IMIGLUCERASE,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020367_S119lbl.pdf
20369,OINTMENT;OPHTHALMIC,CILOXAN,CIPROFLOXACIN HYDROCHLORIDE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020369s022lbl.pdf
20372,INJECTABLE;INJECTION,MYOVIEW,TECHNETIUM TC-99M TETROFOSMIN KIT,NDA,GE HEALTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020372Orig1s033lbl.pdf
20375,"FILM, EXTENDED RELEASE;TRANSDERMAL",CLIMARA,ESTRADIOL,NDA,BAYER HLTHCARE,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020375Orig1s045,s046lbl.pdf"
20378,INJECTABLE;SUBCUTANEOUS,GONAL-F,FOLLITROPIN ALFA/BETA,BLA,EMD SERONO,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020378s045,s067,s075lbl.pdf"
20379,INJECTABLE;INJECTION,CAVERJECT,ALPROSTADIL,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020379s038lbl.pdf
20380,GEL;TOPICAL,DIFFERIN,ADAPALENE,NDA,GALDERMA LABS LP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020380Orig1s013lbl.pdf
20385,"SPRAY, METERED;NASAL",NICOTROL,NICOTINE,NDA,PFIZER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020385s011lbl.pdf
20386,TABLET;ORAL,COZAAR,LOSARTAN POTASSIUM,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020386s064lbl.pdf
20387,TABLET;ORAL,HYZAAR,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020387s067lbl.pdf
20392,CAPSULE;ORAL,CYSTAGON,CYSTEAMINE BITARTRATE,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020392s010lbl.pdf
20397,TABLET;ORAL,ZANAFLEX,TIZANIDINE HYDROCHLORIDE,NDA,LEGACY PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021447s011_020397s026lbl.pdf
20400,GEL;TOPICAL,AVITA,TRETINOIN,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020400s005lbl.pdf
20401,"CAPSULE, EXTENDED RELEASE;ORAL",TIAZAC,DILTIAZEM HYDROCHLORIDE,NDA,BAUSCH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020401s042lbl.pdf
20402,CAPSULE;ORAL,ADVIL LIQUI-GELS,IBUPROFEN,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020402Orig1s053lbl.pdf
20405,TABLET;ORAL,LANOXIN,DIGOXIN,NDA,CONCORDIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020405s015lbl.pdf
20406,"CAPSULE, DELAYED REL PELLETS;ORAL",PREVACID,LANSOPRAZOLE,NDA,TAKEDA PHARMS USA,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020406s094,021428s041lbl.pdf"
20411,"INSERT, EXTENDED RELEASE;VAGINAL",CERVIDIL,DINOPROSTONE,NDA,FERRING PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020411Orig1s031lbl.pdf
20415,TABLET;ORAL,REMERON,MIRTAZAPINE,NDA,ORGANON USA INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf"
20427,TABLET;ORAL,SABRIL,VIGABATRIN,NDA,LUNDBECK PHARMS LLC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf"
20428,CREAM;TOPICAL,AZELEX,AZELAIC ACID,NDA,ALMIRALL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20428slr016_azelex_lbl.pdf
20439,SOLUTION/DROPS;OPHTHALMIC,BETIMOL,TIMOLOL,NDA,THEA PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20439s011lbl.pdf
20444,INJECTABLE;INJECTION,FLOLAN,EPOPROSTENOL SODIUM,NDA,GLAXOSMITHKLINE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020444s025lbl.pdf
20449,INJECTABLE;INJECTION,TAXOTERE,DOCETAXEL,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020449s086lbl.pdf
20450,INJECTABLE;INJECTION,CEREBYX,FOSPHENYTOIN SODIUM,NDA,PARKE DAVIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020450s046lbl.pdf
20451,INJECTABLE;INJECTION,PHOTOFRIN,PORFIMER SODIUM,NDA,PINNACLE BIOLGS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020451s029,021525s005lbl.pdf"
20453,CREAM;TOPICAL,PANDEL,HYDROCORTISONE PROBUTATE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020453s007lbl.pdf
20457,INJECTABLE;INJECTION,ETOPOPHOS PRESERVATIVE FREE,ETOPOSIDE PHOSPHATE,NDA,CHEPLAPHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020457s019lbl.pdf
20465,TABLET; ORAL,AZULFIDINE,SULFASALAZINE ,NDA,PHARMACIA AND UPJOHN,"http://www.accessdata.fda.gov/drugsatfda_docs/label/pre96/007073s133,020465s000,021243s000lbl.pdf"
20468,"SPRAY, METERED;NASAL",NASACORT ALLERGY 24 HOUR,TRIAMCINOLONE ACETONIDE,NDA,CHATTEM SANOFI,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020468Orig1s046lbl.pdf
20470,"TABLET, EXTENDED RELEASE;ORAL",CLARITIN-D 24 HOUR,LORATADINE; PSEUDOEPHEDRINE SULFATE,NDA,BAYER HEALTHCARE LLC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019670Orig1s034,020470Orig1s047Lbl.pdf"
20471,TABLET;ORAL,ZYFLO,ZILEUTON,NDA,CHIESI,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020471s017lbl.pdf
20472,"INSERT, EXTENDED RELEASE;VAGINAL",ESTRING,ESTRADIOL,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020472Orig1s019Lbl.pdf
20475,GEL;TOPICAL,RETIN-A MICRO,TRETINOIN,NDA,VALEANT INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020475s021lbl.pdf
20478,LIQUID;INHALATION,ULTANE,SEVOFLURANE,NDA,ABBVIE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020478s034lbl.pdf
20485,SOLUTION/DROPS;OPHTHALMIC,VISINE,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,NDA,JOHNSON AND JOHNSON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020485Orig1s013lbl.pdf
20487,TABLET;ORAL,VALTREX,VALACYCLOVIR HYDROCHLORIDE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020487s022lbl.pdf
20488,INJECTABLE;INJECTION,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,MAGNESIUM SULFATE,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020488Orig1s024lbl.pdf
20489,"FILM, EXTENDED RELEASE;TRANSDERMAL",ANDRODERM,TESTOSTERONE,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020489s036lbl.pdf
20491,INJECTABLE;INJECTION,CORVERT,IBUTILIDE FUMARATE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-491S003.pdf
20496,TABLET;ORAL,AMARYL,GLIMEPIRIDE,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020496s029lbl.pdf
20497,TABLET;ORAL,FARESTON,TOREMIFENE CITRATE,NDA,KYOWA KIRIN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020497s009lbl.pdf
20498,TABLET;ORAL,CASODEX,BICALUTAMIDE,NDA,ANI PHARMS,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020498s028lbl.pdf
20500,SUSPENSION;ORAL,MEPRON,ATOVAQUONE,NDA,GLAXOSMITHKLINE LLC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020500s019lbl.pdf
20503,"AEROSOL, METERED;INHALATION",PROVENTIL-HFA,ALBUTEROL SULFATE,NDA,KINDEVA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020503s054lbl.pdf
20504,CAPSULE;ORAL,MICROZIDE,HYDROCHLOROTHIAZIDE,NDA,TEVA BRANDED PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020504s026lbl.pdf
20505,TABLET;ORAL,TOPAMAX,TOPIRAMATE,NDA,JANSSEN PHARMS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020505s064,020844s054lbl.pdf"
20516,SUSPENSION;ORAL,CHILDREN'S MOTRIN,IBUPROFEN,NDA,J AND J CONSUMER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020516Orig1s038lbl.pdf
20517,INJECTABLE;INJECTION,LUPRON DEPOT,LEUPROLIDE ACETATE,NDA,ABBVIE ENDOCRINE INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/019732s045,020517s043lbl.pdf"
20521,SUSPENSION;INTRATRACHEAL,INFASURF PRESERVATIVE FREE,CALFACTANT,BLA,ONY,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20521lbl.pdf
20522,INJECTABLE;INJECTION,NUTROPIN AQ NUSPIN,SOMATROPIN,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-522S013_Somatropin_prntlbl.pdf
20524,CREAM;TOPICAL,MENTAX,BUTENAFINE HYDROCHLORIDE,NDA,MYLAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20524s5lbl.pdf
20527,TABLET;ORAL-28,PREMPRO,"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE",NDA,WYETH PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020527s065lbl.pdf
20529,GEL;TOPICAL,CONDYLOX,PODOFILOX,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/1997/020529s000lbl.pdf
20533,SOLUTION;INJECTION,NAROPIN,ROPIVACAINE HYDROCHLORIDE,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020533Orig1s044lbl.pdf
20538,SYSTEM;TRANSDERMAL,VIVELLE-DOT,ESTRADIOL,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020538Orig1s040lbl.pdf
20541,TABLET;ORAL,ARIMIDEX,ANASTROZOLE,NDA,ANI PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020541s031lbl.pdf
20547,TABLET;ORAL,ACCOLATE,ZAFIRLUKAST,NDA,STRIDES PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020547s033lbl.pdf
20550,Tablet; Oral,VALTREX,VALACYCLOVIR HYDROCHLORIDE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020550s019lbl.pdf
20551,INJECTABLE;INJECTION,NIMBEX,CISATRACURIUM BESYLATE,NDA,ABBVIE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020551s028lbl.pdf
20554,CREAM;TOPICAL,DOVONEX,CALCIPOTRIENE,NDA,LEO PHARMA AS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020273s013,020554s012lbl.pdf"
20555,TABLET;ORAL,AXID AR,NIZATIDINE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020555Orig1s010lbl.pdf
20560,TABLET;ORAL,FOSAMAX,ALENDRONATE SODIUM,NDA,ORGANON,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020560s070lbl.pdf
20563,INJECTABLE;INJECTION,HUMALOG,INSULIN LISPRO RECOMBINANT,BLA,LILLY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20563S10-11-12-13LBL.PDF
20564,TABLET;ORAL,EPIVIR,LAMIVUDINE,NDA,VIIV HLTHCARE,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020564s039,020596s038lbl.pdf"
20571,INJECTABLE;INJECTION,CAMPTOSAR,IRINOTECAN HYDROCHLORIDE,NDA,PFIZER INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020571Orig1s053lbl.pdf
